INCIDENT_YEAR,SHARK_COMMON_NAME,SHARK_SCIENTIFIC_NAME,INCIDENT_COUNT,,,,,,,,
1948,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1949,Bull Shark,Carcharhinus leucas,1,,,,,,,,
1950,Bull Shark,Carcharhinus leucas,1,,,,,,,,
1951,Bull Shark,Carcharhinus leucas,2,,,,,,,,
1952,Bull Shark,Carcharhinus leucas,1,,,,,,,,
1953,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1954,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1955,Bull Shark,Carcharhinus leucas,2,,,,,,,,
1956,Bull Shark,Carcharhinus leucas,1,,,,,,,,
1957,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1958,Bull Shark,Carcharhinus leucas,1,,,,,,,,
1959,Bull Shark,Carcharhinus leucas,1,,,,,,,,
1960,Bull Shark,Carcharhinus leucas,2,,,,,,,,
1961,Bull Shark,Carcharhinus leucas,1,,,,,,,,
1962,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1963,Bull Shark,Carcharhinus leucas,1,,,,,,,,
1964,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1965,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1966,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1967,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1968,Bull Shark,Carcharhinus leucas,1,,,,,,,,
1969,Bull Shark,Carcharhinus leucas,1,,,,,,,,
1970,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1971,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1972,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1973,Bull Shark,Carcharhinus leucas,1,,,,,,,,
1974,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1975,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1976,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1977,Bull Shark,Carcharhinus leucas,1,,,,,,,,
1978,Bull Shark,Carcharhinus leucas,1,,,,,,,,
1979,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1980,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1981,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1982,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1983,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1984,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1985,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1986,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1987,Bull Shark,Carcharhinus leucas,1,,,,,,,,
1988,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1989,Bull Shark,Carcharhinus leucas,2,,,,,,,,
1990,Bull Shark,Carcharhinus leucas,2,,,,,,,,
1991,Bull Shark,Carcharhinus leucas,1,,,,,,,,
1992,Bull Shark,Carcharhinus leucas,1,,,,,,,,
1993,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1994,Bull Shark,Carcharhinus leucas,2,,,,,,,,
1995,Bull Shark,Carcharhinus leucas,3,,,,,,,,
1996,Bull Shark,Carcharhinus leucas,2,,,,,,,,
1997,Bull Shark,Carcharhinus leucas,4,,,,,,,,
1998,Bull Shark,Carcharhinus leucas,0,,,,,,,,
1999,Bull Shark,Carcharhinus leucas,0,,,,,,,,
2000,Bull Shark,Carcharhinus leucas,2,,,,,,,,
2001,Bull Shark,Carcharhinus leucas,0,,,,,,,,
2002,Bull Shark,Carcharhinus leucas,4,,,,,,,,
2003,Bull Shark,Carcharhinus leucas,1,,,,,,,,
2004,Bull Shark,Carcharhinus leucas,0,,,,,,,,
2005,Bull Shark,Carcharhinus leucas,1,,,,,,,,
2006,Bull Shark,Carcharhinus leucas,1,,,,,,,,
2007,Bull Shark,Carcharhinus leucas,2,,,,,,,,
2008,Bull Shark,Carcharhinus leucas,1,,,,,,,,
2009,Bull Shark,Carcharhinus leucas,2,,,,,,,,
2010,Bull Shark,Carcharhinus leucas,2,,,,,,,,
2011,Bull Shark,Carcharhinus leucas,1,,,,,,,,
2012,Bull Shark,Carcharhinus leucas,2,,,,,,,,
2013,Bull Shark,Carcharhinus leucas,0,,,,,,,,
2014,Bull Shark,Carcharhinus leucas,1,,,,,,,,
2015,Bull Shark,Carcharhinus leucas,2,,,,,,,,
2016,Bull Shark,Carcharhinus leucas,1,,,,,,,,
2017,Bull Shark,Carcharhinus leucas,1,,,,,,,,
2018,Bull Shark,Carcharhinus leucas,2,,,,,,,,
2019,Bull Shark,Carcharhinus leucas,2,,,,,,,,
2020,Bull Shark,Carcharhinus leucas,6,,,,,,,,
2021,Bull Shark,Carcharhinus leucas,4,,,,,,,,
2022,Bull Shark,Carcharhinus leucas,2,,,,,,,,
2023,Bull Shark,Carcharhinus leucas,1,,,,,,,,
2024,Bull Shark,Carcharhinus leucas,1,,,,,,,,
